row_index,loan_amount,income,combined_loan_to_value_ratio,interest_rate,debt_to_income_ratio,rate_spread,loan_term,total_loan_costs,origination_charges,tract_population,tract_minority_population_percent,tract_to_msa_income_percentage,tract_median_age_of_housing_units,applicant_age,stat_score,if_score,if_flag,dbscan_noise,tier,typology
51549,85000,23.0,100.0,,55.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0301,True,,Suspected (1 metode),Unclassified / Manual Review
68101,85000,141.0,80.0,7.125,15.0,,360.0,,,1566,93.42,38.0,67,29.5,0,-0.0301,True,,Suspected (1 metode),Unclassified / Manual Review
1041,145000,47.0,90.17,,55.0,,300.0,,,0,0.0,0.0,0,29.5,1,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
8184,645000,237.0,61.638,4.0,41.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
22220,105000,182.0,37.0,,15.0,,180.0,,,10972,70.8,117.0,15,39.5,1,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
33662,25000,,89.97,8.0,15.0,0.94,120.0,,,6018,9.82,79.0,28,20.0,0,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
36803,125000,220.0,56.92,7.49,25.0,0.11,180.0,0.0,0.0,7448,83.51,80.0,63,59.5,0,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
39789,235000,,42.2,4.75,,,12.0,,,1984,94.15,64.0,76,,1,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
52833,185000,240.0,170.292,,65.0,,480.0,,,5926,55.82,174.0,14,49.5,1,-0.03,True,,Suspected (1 metode),Data Error
53167,55000,21.0,71.43,7.19,25.0,1.32,360.0,,,2359,96.65,26.0,0,59.5,0,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
56906,205000,100.0,77.517,8.25,55.0,0.97,480.0,,,2110,90.33,80.0,24,29.5,0,-0.03,True,,Suspected (1 metode),Unclassified / Manual Review
80679,365000,381.0,36.63,2.375,15.0,-0.094,180.0,1951.09,765.0,3100,18.45,142.0,0,59.5,1,-0.03,True,,Suspected (1 metode),Rare Legitimate
3128,505000,800.0,52.7,,15.0,,120.0,,,4037,22.02,165.0,16,49.5,1,-0.0299,True,,Suspected (1 metode),Rare Legitimate
25995,545000,91.0,43.0,2.25,55.0,-0.895,360.0,4273.4,0.0,7100,7.44,128.0,23,80.0,1,-0.0299,True,,Suspected (1 metode),Unclassified / Manual Review
37321,25000,56.0,107.39,6.6,25.0,0.0,360.0,,,10277,87.18,68.0,20,69.5,1,-0.0299,True,,Suspected (1 metode),Unclassified / Manual Review
48590,645000,209.0,64.5,5.875,41.0,0.689,360.0,,,0,0.0,0.0,0,49.5,1,-0.0299,True,0.0,Suspected (1 metode),Unclassified / Manual Review
62447,15000,30.0,28.621,3.99,37.0,0.876,84.0,,,6469,18.66,161.0,33,80.0,1,-0.0299,True,,Suspected (1 metode),Unclassified / Manual Review
74752,115000,31.0,105.0,5.0,25.0,0.97,30.0,8281.94,3334.5,3411,99.12,159.0,51,39.5,1,-0.0299,True,,Suspected (1 metode),Unclassified / Manual Review
74850,115000,50.0,100.0,,47.0,,,,,0,0.0,0.0,0,20.0,1,-0.0299,True,,Suspected (1 metode),Unclassified / Manual Review
95969,205000,50.0,,,55.0,,240.0,,,0,0.0,0.0,0,49.5,1,-0.0299,True,,Suspected (1 metode),Unclassified / Manual Review
9256,5405000,,59.02,3.05,,,120.0,,,3862,75.01,112.0,47,,1,-0.0298,True,,Suspected (1 metode),Unclassified / Manual Review
42796,3385000,,65.0,4.48,,,360.0,,,3210,96.54,46.0,61,,1,-0.0298,True,,Suspected (1 metode),Unclassified / Manual Review
47481,25000,112.0,26.991,3.75,15.0,1.092,120.0,280.0,0.0,4058,98.92,74.0,24,49.5,0,-0.0298,True,,Suspected (1 metode),Unclassified / Manual Review
48893,55000,0.0,,,,,180.0,,,0,0.0,0.0,0,39.5,1,-0.0298,True,,Suspected (1 metode),Data Error
65652,205000,240.0,50.0,5.0,25.0,-0.248,360.0,,,0,0.0,0.0,0,49.5,1,-0.0298,True,,Suspected (1 metode),Unclassified / Manual Review
70568,315000,64.0,22.472,,65.0,,240.0,,,4075,23.48,214.0,0,59.5,1,-0.0298,True,,Suspected (1 metode),Unclassified / Manual Review
76710,555000,,93.09,8.25,,,12.0,,,5806,91.18,87.0,51,,1,-0.0298,True,,Suspected (1 metode),Unclassified / Manual Review
22205,305000,103.0,56.07,,65.0,,480.0,,,5378,50.32,153.0,0,69.5,0,-0.0297,True,,Suspected (1 metode),Unclassified / Manual Review
27883,585000,231.0,93.12,5.375,44.0,0.751,360.0,,,0,0.0,0.0,0,49.5,1,-0.0297,True,,Suspected (1 metode),Unclassified / Manual Review
36804,385000,97.0,52.414,5.625,40.0,0.637,372.0,8544.16,4950.0,0,0.0,0.0,0,59.5,1,-0.0297,True,0.0,Suspected (1 metode),Unclassified / Manual Review
39962,55000,41.0,13.35,3.625,15.0,-0.814,240.0,,,4870,13.72,168.0,32,80.0,1,-0.0297,True,,Suspected (1 metode),Unclassified / Manual Review
9419,105000,245.0,49.764,7.24,15.0,1.98,60.0,,,5878,12.9,139.0,46,39.5,1,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
14762,95000,103.0,21.863,7.99,15.0,1.73,180.0,200.0,0.0,3176,27.14,111.0,33,80.0,0,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
38274,125000,206.0,17.007,3.78,25.0,0.08,480.0,,,3172,85.06,151.0,20,59.5,0,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
45456,55000,115.0,75.708,,65.0,,480.0,,,12096,53.67,112.0,21,69.5,1,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
60779,45000,60.0,100.0,,25.0,,168.0,,,2019,98.71,63.0,73,29.5,0,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
64021,75000,88.0,12.0,6.75,15.0,0.15,300.0,,,2861,11.08,121.0,28,80.0,1,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
91026,145000,17.0,29.0,,65.0,,240.0,,,8308,91.24,62.0,54,59.5,0,-0.0296,True,,Suspected (1 metode),Unclassified / Manual Review
2674,95000,33.0,,,25.0,,240.0,,,0,0.0,0.0,0,29.5,1,-0.0295,True,,Suspected (1 metode),Unclassified / Manual Review
30663,115000,0.0,56.061,,15.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0295,True,,Suspected (1 metode),Data Error
67328,85000,125.0,,,65.0,,480.0,,,7810,95.45,183.0,13,39.5,0,-0.0295,True,,Suspected (1 metode),Unclassified / Manual Review
79882,5905000,,70.24,5.53,,,120.0,,,2483,76.56,77.0,49,,1,-0.0295,True,,Suspected (1 metode),Unclassified / Manual Review
13072,15000,19.0,5.882,,55.0,,144.0,,,4199,39.96,48.0,62,69.5,1,-0.0294,True,,Suspected (1 metode),Unclassified / Manual Review
47572,5225000,,59.84,3.5,,,360.0,,,1165,60.6,86.0,74,,1,-0.0294,True,,Suspected (1 metode),Unclassified / Manual Review
49004,265000,66.0,57.609,3.375,55.0,0.469,360.0,8095.78,0.0,4740,96.58,49.0,0,80.0,0,-0.0294,True,,Suspected (1 metode),Unclassified / Manual Review
75311,195000,62.0,97.0,,25.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0294,True,,Suspected (1 metode),Unclassified / Manual Review
76445,15000,,6.666,,65.0,,120.0,,,4378,12.08,70.0,50,59.5,1,-0.0294,True,0.0,Suspected (1 metode),Unclassified / Manual Review
86579,4115000,243.0,75.0,3.0,65.0,-0.338,360.0,11396.26,620.0,5052,41.57,137.0,25,59.5,1,-0.0294,True,,Suspected (1 metode),Unclassified / Manual Review
26041,185000,56.0,31.29,2.75,43.0,0.388,240.0,1869.75,765.0,10185,62.72,154.0,12,69.5,1,-0.0293,True,,Suspected (1 metode),Unclassified / Manual Review
90691,405000,131.0,80.0,2.875,15.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0293,True,,Suspected (1 metode),Unclassified / Manual Review
17051,75000,39.0,,,55.0,,276.0,,,0,0.0,0.0,0,49.5,1,-0.0292,True,,Suspected (1 metode),Unclassified / Manual Review
19831,455000,326.0,52.94,3.375,15.0,-0.1,360.0,3370.05,899.0,7014,23.82,140.0,50,80.0,1,-0.0292,True,,Suspected (1 metode),Rare Legitimate
24682,505000,383.0,58.846,6.25,25.0,-0.38,120.0,,,5691,13.9,113.0,12,69.5,1,-0.0292,True,,Suspected (1 metode),Rare Legitimate
44855,115000,82.0,47.4,2.5,25.0,0.135,180.0,1008.2,0.0,11160,55.63,64.0,25,69.5,1,-0.0292,True,,Suspected (1 metode),Unclassified / Manual Review
94068,405000,122.0,80.0,7.625,40.0,,360.0,,,0,0.0,0.0,0,59.5,1,-0.0292,True,,Suspected (1 metode),Unclassified / Manual Review
11997,95000,37.0,,,33.0,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
17118,645000,101.0,99.574,7.125,65.0,0.367,360.0,,,7241,51.46,172.0,11,29.5,0,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
24287,85000,274.0,90.0,6.25,15.0,0.44,120.0,,,4395,56.25,71.0,77,49.5,0,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
24612,25000,39.0,83.862,,65.0,,120.0,,,4478,71.35,145.0,21,80.0,0,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
27894,455000,1540.0,,,,,360.0,,,3561,58.64,30.0,6,49.5,1,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
47543,395000,489.0,49.485,3.04,25.0,0.0,480.0,,,6139,32.94,168.0,55,49.5,1,-0.0291,True,,Suspected (1 metode),Rare Legitimate
63413,205000,205.0,46.231,4.0,55.0,-0.65,120.0,,,4672,16.4,217.0,0,59.5,1,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
87207,165000,114.0,42.184,3.0,15.0,0.43,120.0,2958.75,1890.75,6059,21.13,184.0,37,69.5,0,-0.0291,True,,Suspected (1 metode),Unclassified / Manual Review
3047,255000,92.0,100.0,,47.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.029,True,0.0,Suspected (1 metode),Unclassified / Manual Review
23669,175000,319.0,46.703,4.5,25.0,0.675,120.0,4254.65,2042.5,2042,35.11,145.0,22,80.0,1,-0.029,True,,Suspected (1 metode),Unclassified / Manual Review
29230,35000,25.0,12.766,4.5,40.0,0.89,120.0,,,7417,15.67,117.0,25,69.5,1,-0.029,True,,Suspected (1 metode),Unclassified / Manual Review
65583,115000,5.0,85.0,,65.0,,360.0,,,4931,97.08,52.0,77,20.0,0,-0.029,True,,Suspected (1 metode),Unclassified / Manual Review
69830,25000,24.0,8.475,7.375,25.0,0.085,360.0,,,5645,23.56,145.0,44,80.0,1,-0.029,True,,Suspected (1 metode),Unclassified / Manual Review
76360,425000,212.0,95.0,4.125,25.0,0.273,360.0,,,0,0.0,0.0,0,29.5,1,-0.029,True,,Suspected (1 metode),Unclassified / Manual Review
97326,1225000,240.0,80.0,3.375,36.0,-0.615,360.0,,,6878,95.86,23.0,37,29.5,1,-0.029,True,,Suspected (1 metode),Unclassified / Manual Review
23543,1005000,89.0,90.91,,65.0,,300.0,,,3674,80.57,98.0,0,29.5,1,-0.0289,True,,Suspected (1 metode),Unclassified / Manual Review
57228,355000,661.0,92.227,,55.0,,,,,1473,90.02,112.0,47,29.5,1,-0.0289,True,,Suspected (1 metode),Unclassified / Manual Review
73018,695000,201.0,100.0,,43.0,,360.0,,,0,0.0,0.0,0,49.5,1,-0.0289,True,,Suspected (1 metode),Unclassified / Manual Review
76292,155000,149.0,12.822,7.0,25.0,0.85,360.0,,,4363,36.92,203.0,0,69.5,1,-0.0289,True,,Suspected (1 metode),Unclassified / Manual Review
97817,555000,113.0,31.519,5.625,65.0,-0.393,180.0,7897.0,895.0,2913,5.94,115.0,47,69.5,0,-0.0289,True,,Suspected (1 metode),Unclassified / Manual Review
2596,225000,0.0,90.0,,15.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0288,True,,Suspected (1 metode),Data Error
13362,145000,355.0,24.167,3.75,15.0,0.743,180.0,2511.16,1075.25,6105,11.09,126.0,48,39.5,1,-0.0288,True,,Suspected (1 metode),Unclassified / Manual Review
55914,75000,144.0,72.917,2.98,15.0,-1.395,60.0,104.3,0.0,6677,16.41,104.0,60,69.5,1,-0.0288,True,,Suspected (1 metode),Unclassified / Manual Review
65944,405000,131.0,96.5,,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0288,True,,Suspected (1 metode),Unclassified / Manual Review
79612,125000,45.0,,,55.0,,300.0,,,0,0.0,0.0,0,29.5,1,-0.0288,True,,Suspected (1 metode),Unclassified / Manual Review
92248,145000,102.0,,,15.0,,240.0,,,0,0.0,0.0,0,49.5,1,-0.0288,True,,Suspected (1 metode),Unclassified / Manual Review
310,405000,209.0,50.0,5.375,49.0,0.724,360.0,,,0,0.0,0.0,0,39.5,1,-0.0287,True,,Suspected (1 metode),Rare Legitimate
7588,425000,202.0,95.0,3.375,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
33752,23035000,,61.91,4.723,,,120.0,,,2679,42.74,71.0,26,,1,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
36683,75000,47.0,73.522,7.75,55.0,0.73,480.0,,,8645,78.02,68.0,32,29.5,0,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
39929,135000,516.0,88.667,,15.0,,480.0,,,2742,55.54,75.0,53,49.5,1,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
51089,45000,46.0,15.74,,65.0,,360.0,,,8281,16.95,151.0,10,69.5,1,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
72262,255000,79.0,95.0,4.875,25.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
74290,15000,22.0,100.0,,15.0,,360.0,,,947,25.55,0.0,57,20.0,1,-0.0287,True,,Suspected (1 metode),Unclassified / Manual Review
75334,435000,487.0,44.14,3.375,15.0,-0.149,360.0,5141.71,3713.86,6347,79.74,114.0,55,29.5,1,-0.0287,True,,Suspected (1 metode),Rare Legitimate
88175,485000,216.0,85.0,4.625,43.0,2.182,360.0,,,0,0.0,0.0,0,69.5,1,-0.0287,True,0.0,Suspected (1 metode),Unclassified / Manual Review
9360,135000,39.0,,,55.0,,300.0,,,0,0.0,0.0,0,29.5,1,-0.0286,True,,Suspected (1 metode),Unclassified / Manual Review
45443,55000,1120.0,101.981,,15.0,,300.0,,,4127,23.89,184.0,19,59.5,1,-0.0286,True,,Suspected (1 metode),Unclassified / Manual Review
48352,145000,52.0,,,15.0,,300.0,,,0,0.0,0.0,0,29.5,1,-0.0286,True,,Suspected (1 metode),Unclassified / Manual Review
92387,115000,64.0,43.137,2.625,33.0,0.365,180.0,3003.77,1297.58,6373,89.68,79.0,0,80.0,0,-0.0286,True,,Suspected (1 metode),Unclassified / Manual Review
4623,95000,52.0,95.0,,25.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0285,True,,Suspected (1 metode),Unclassified / Manual Review
32043,405000,697.0,74.76,3.25,15.0,-0.45,120.0,,,3562,19.12,139.0,48,59.5,1,-0.0285,True,,Suspected (1 metode),Unclassified / Manual Review
95937,5005000,,76.3,2.125,55.0,-0.976,180.0,14001.92,0.0,6109,55.28,138.0,28,,1,-0.0285,True,,Suspected (1 metode),Unclassified / Manual Review
7461,15000,43.0,,,65.0,,120.0,,,5260,31.33,152.0,12,80.0,0,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
40487,165000,679.0,99.12,,15.0,,360.0,,,7028,14.78,82.0,62,59.5,1,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
45149,65000,517.0,75.0,3.5,15.0,,180.0,,,2639,10.57,68.0,0,39.5,1,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
47715,445000,24.0,66.039,,65.0,,240.0,,,3105,98.71,68.0,0,39.5,0,-0.0284,True,,Suspected (1 metode),Potential Risk Signal
56530,65000,125.0,28.54,2.25,15.0,0.087,66.0,2283.7,1225.0,3829,7.1,88.0,47,49.5,1,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
63913,145000,218.0,67.56,4.75,15.0,-0.7,120.0,,,5712,20.78,287.0,27,59.5,1,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
81371,25000,44.0,74.9,4.15,39.0,,72.0,,,1729,9.31,69.0,0,80.0,1,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
88973,55000,68.0,82.764,6.13,55.0,1.48,480.0,,,6939,77.33,55.0,77,69.5,0,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
92799,755000,85.0,51.09,,65.0,,480.0,,,5226,61.46,83.0,0,49.5,1,-0.0284,True,,Suspected (1 metode),Unclassified / Manual Review
41447,35000,60.0,14.0,,,,,,,2613,93.07,31.0,0,39.5,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
43474,55000,56.0,20.008,2.625,15.0,0.661,180.0,3131.75,932.5,5932,33.8,82.0,29,80.0,0,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
46500,205000,65.0,76.923,3.29,55.0,-0.52,480.0,,,8627,12.98,120.0,44,80.0,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
55260,545000,425.0,93.0,3.95,15.0,0.803,180.0,4977.25,3223.5,4206,7.3,185.0,13,39.5,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
60623,635000,1323.0,75.0,3.25,25.0,,360.0,,,3553,78.78,69.0,39,39.5,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
70144,15000,27.0,1.111,,15.0,,360.0,,,5866,47.44,128.0,44,80.0,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
78853,35000,106.0,93.089,6.5,25.0,0.87,300.0,,,1418,81.59,33.0,78,29.5,0,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
88782,295000,87.0,98.189,5.125,55.0,,,,,0,0.0,0.0,0,29.5,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
91594,55000,9.0,84.746,,15.0,,,,,0,0.0,0.0,0,29.5,1,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
92997,35000,32.0,20.0,,65.0,,360.0,,,4845,44.02,163.0,26,80.0,0,-0.0283,True,,Suspected (1 metode),Unclassified / Manual Review
59610,605000,232.0,80.0,5.0,25.0,-0.146,360.0,,,0,0.0,0.0,0,39.5,1,-0.0282,True,,Suspected (1 metode),Unclassified / Manual Review
63414,35000,54.0,20.3,3.49,15.0,,120.0,,,3570,22.77,71.0,69,69.5,0,-0.0282,True,,Suspected (1 metode),Unclassified / Manual Review
66548,355000,88.0,101.01,,25.0,,360.0,,,0,0.0,0.0,0,59.5,1,-0.0282,True,,Suspected (1 metode),Unclassified / Manual Review
73672,735000,427.0,70.0,2.5,15.0,0.032,360.0,4689.5,995.0,2372,23.48,176.0,0,29.5,1,-0.0282,True,,Suspected (1 metode),Unclassified / Manual Review
97932,75000,79.0,,,15.0,,276.0,,,0,0.0,0.0,0,49.5,1,-0.0282,True,,Suspected (1 metode),Unclassified / Manual Review
922,385000,86.0,98.33,6.25,49.0,0.138,360.0,,,0,0.0,0.0,0,39.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
14628,255000,52.0,94.34,5.375,55.0,2.071,360.0,,,0,0.0,0.0,0,29.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
21443,205000,237.0,30.95,,15.0,,120.0,,,4358,41.46,145.0,0,49.5,0,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
27943,55000,3700.0,32.0,5.093,,,240.0,,,5442,15.86,96.0,35,69.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
36274,1195000,65.0,59.515,,65.0,,360.0,,,8783,24.35,198.0,9,49.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
42224,55000,62.0,27.778,3.0,15.0,0.027,180.0,1912.0,47.16,6928,71.0,63.0,29,69.5,0,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
43567,195000,106.0,,,25.0,,236.0,,,0,0.0,0.0,0,59.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
83509,105000,521.0,76.218,3.99,15.0,-0.61,120.0,,,4444,12.98,187.0,10,29.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
89723,65000,11.0,20.365,,55.0,,360.0,,,5809,6.3,78.0,40,80.0,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
91807,35000,45.0,31.818,,39.0,,,,,2381,94.75,42.0,0,20.0,0,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
94681,245000,51.0,96.5,4.125,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
98452,95000,145.0,28.0,3.375,15.0,1.1,120.0,3623.02,2487.5,6722,72.85,124.0,16,49.5,0,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
99362,115000,25.0,74.67,1.9,25.0,-2.85,120.0,,,6994,32.99,65.0,50,80.0,1,-0.0281,True,,Suspected (1 metode),Unclassified / Manual Review
2816,245000,51.0,,,,,366.0,,,0,0.0,0.0,0,80.0,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
6421,45000,99.0,,5.5,25.0,,240.0,,,0,0.0,0.0,0,49.5,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
13145,65000,34.0,21.818,3.49,55.0,-0.67,60.0,0.0,0.0,4805,50.93,63.0,31,69.5,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
22075,95000,53.0,,,55.0,,240.0,,,0,0.0,0.0,0,39.5,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
31743,485000,102.0,36.93,4.0,44.0,-0.191,360.0,,,0,0.0,0.0,0,39.5,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
33869,105000,34.0,43.603,,65.0,,480.0,,,7880,84.76,41.0,54,49.5,0,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
53259,185000,48.0,97.0,5.99,37.0,0.996,360.0,,,0,0.0,0.0,0,20.0,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
83634,255000,221.0,50.09,5.875,15.0,0.857,360.0,4542.7,1200.0,13392,63.15,123.0,10,59.5,1,-0.028,True,,Suspected (1 metode),Unclassified / Manual Review
93846,5000,0.0,,,15.0,,,,,0,0.0,0.0,0,49.5,1,-0.028,True,,Suspected (1 metode),Data Error
3606,65000,50.0,,,40.0,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0279,True,,Suspected (1 metode),Unclassified / Manual Review
24972,355000,322.0,100.0,4.75,15.0,-0.087,180.0,4230.5,999.0,2790,30.04,169.0,0,29.5,1,-0.0279,True,,Suspected (1 metode),Unclassified / Manual Review
44775,125000,213.0,79.55,8.24,15.0,0.95,240.0,,,3801,79.77,43.0,42,29.5,0,-0.0279,True,,Suspected (1 metode),Unclassified / Manual Review
47330,45000,32.0,30.695,3.99,33.0,-0.19,144.0,59.0,0.0,3590,87.05,44.0,0,49.5,0,-0.0279,True,,Suspected (1 metode),Unclassified / Manual Review
64381,485000,185.0,95.0,3.25,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0279,True,,Suspected (1 metode),Unclassified / Manual Review
73660,105000,56.0,10.93,5.75,33.0,0.12,120.0,,,3644,15.81,175.0,0,59.5,1,-0.0279,True,,Suspected (1 metode),Unclassified / Manual Review
83985,485000,212.0,49.741,1.99,25.0,-0.977,120.0,,,8197,19.03,176.0,38,49.5,0,-0.0279,True,,Suspected (1 metode),Rare Legitimate
11499,85000,156.0,45.0,4.5,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0278,True,,Suspected (1 metode),Unclassified / Manual Review
39828,35000,31.0,,,48.0,,,,,0,0.0,0.0,0,20.0,1,-0.0278,True,,Suspected (1 metode),Unclassified / Manual Review
63460,5000,54.0,3.5,3.5,33.0,0.33,360.0,0.0,0.0,2146,96.46,58.0,68,39.5,1,-0.0278,True,,Suspected (1 metode),Unclassified / Manual Review
93201,155000,159.0,38.0,2.625,15.0,0.397,180.0,4554.65,1952.58,8562,49.1,130.0,26,59.5,0,-0.0278,True,,Suspected (1 metode),Unclassified / Manual Review
3259,375000,395.0,98.707,8.45,15.0,,300.0,,,1928,18.98,94.0,27,39.5,1,-0.0277,True,,Suspected (1 metode),Unclassified / Manual Review
15213,25000,16.0,31.2,,55.0,,60.0,,,4078,67.31,49.0,63,59.5,1,-0.0277,True,,Suspected (1 metode),Unclassified / Manual Review
20846,125000,44.0,35.0,,55.0,,180.0,,,2793,8.31,290.0,58,59.5,1,-0.0277,True,,Suspected (1 metode),Unclassified / Manual Review
42291,405000,1000.0,62.069,2.875,15.0,-0.945,360.0,2244.65,2244.65,4998,21.41,168.0,43,69.5,1,-0.0277,True,,Suspected (1 metode),Unclassified / Manual Review
54148,415000,2350.0,40.0,5.75,15.0,,300.0,,,4206,41.2,131.0,39,49.5,1,-0.0277,True,,Suspected (1 metode),Rare Legitimate
97341,23355000,,60.0,,,,240.0,,,1651,67.6,53.0,49,,1,-0.0277,True,,Suspected (1 metode),Unclassified / Manual Review
3181,25000,25.0,15.432,8.06,36.0,1.43,480.0,,,4686,49.98,67.0,53,69.5,1,-0.0276,True,,Suspected (1 metode),Unclassified / Manual Review
12251,195000,55.0,,6.125,55.0,0.583,360.0,,,0,0.0,0.0,0,29.5,1,-0.0276,True,,Suspected (1 metode),Unclassified / Manual Review
29297,25000,53.0,22.613,1.89,25.0,-3.51,180.0,,,5584,51.41,123.0,33,80.0,1,-0.0276,True,,Suspected (1 metode),Unclassified / Manual Review
69471,125000,35.0,101.01,4.375,40.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0276,True,,Suspected (1 metode),Unclassified / Manual Review
16016,95000,68.0,,,33.0,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0275,True,,Suspected (1 metode),Unclassified / Manual Review
35013,255000,195.0,87.083,8.25,55.0,1.0,480.0,,,5179,64.82,196.0,17,39.5,0,-0.0275,True,,Suspected (1 metode),Unclassified / Manual Review
42680,75000,74.0,9.0,3.375,15.0,0.804,180.0,1912.62,799.17,3177,29.97,163.0,38,69.5,1,-0.0275,True,,Suspected (1 metode),Unclassified / Manual Review
66399,5000,66.0,99.446,0.0,33.0,,360.0,,0.0,3012,71.78,40.0,0,20.0,1,-0.0275,True,,Suspected (1 metode),Data Error
79008,255000,53.0,100.0,,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0275,True,,Suspected (1 metode),Unclassified / Manual Review
5141,85000,64.0,,,65.0,,180.0,,,919,9.68,111.0,23,80.0,0,-0.0274,True,,Suspected (1 metode),Unclassified / Manual Review
11617,605000,179.0,,,,,,,,0,0.0,0.0,0,69.5,1,-0.0274,True,,Suspected (1 metode),Unclassified / Manual Review
16873,695000,4.0,,4.875,65.0,1.454,360.0,,11857.5,7109,91.76,49.0,56,29.5,1,-0.0274,True,,Suspected (1 metode),Potential Risk Signal
19388,55000,60.0,41.2,3.99,55.0,0.395,120.0,500.0,0.0,1969,56.42,63.0,0,39.5,0,-0.0274,True,,Suspected (1 metode),Unclassified / Manual Review
24240,135000,160.0,17.125,4.25,15.0,-0.545,180.0,2508.68,1352.5,3344,50.18,190.0,47,69.5,0,-0.0274,True,,Suspected (1 metode),Unclassified / Manual Review
