row_index,loan_amount,income,combined_loan_to_value_ratio,interest_rate,debt_to_income_ratio,rate_spread,loan_term,total_loan_costs,origination_charges,tract_population,tract_minority_population_percent,tract_to_msa_income_percentage,tract_median_age_of_housing_units,applicant_age,stat_score,if_score,if_flag,dbscan_noise,tier,typology
72686,745000,303.0,80.0,,43.0,,360.0,,,4482,44.85,108.0,41,59.5,2,0.0907,False,,Suspected (1 metode),Unclassified / Manual Review
17626,605000,239.0,73.953,4.875,42.0,0.18,360.0,26392.02,10857.57,7130,77.78,117.0,16,49.5,2,0.0908,False,,Suspected (1 metode),Unclassified / Manual Review
20169,335000,90.0,96.5,4.25,41.0,-0.127,360.0,21779.51,13709.5,1871,5.51,98.0,50,29.5,2,0.0908,False,,Suspected (1 metode),Unclassified / Manual Review
44517,175000,315.0,,,,,360.0,,,5101,26.99,222.0,23,39.5,2,0.0908,False,,Suspected (1 metode),Unclassified / Manual Review
90950,975000,206.0,85.0,4.375,42.0,0.576,360.0,23342.45,16200.0,3898,33.38,132.0,58,49.5,3,0.0908,False,,Suspected (1 metode),Unclassified / Manual Review
98578,585000,194.0,80.0,7.375,42.0,2.171,360.0,32869.5,27803.0,5170,42.42,86.0,43,39.5,2,0.0908,False,,Suspected (1 metode),Unclassified / Manual Review
12295,645000,300.0,,5.875,,,360.0,17620.7,11577.0,4780,13.91,122.0,16,49.5,3,0.0909,False,,Suspected (1 metode),Unclassified / Manual Review
35540,335000,111.0,96.5,5.125,48.0,1.326,372.0,23820.73,14082.8,4974,12.67,58.0,20,29.5,2,0.0909,False,,Suspected (1 metode),Unclassified / Manual Review
13566,565000,145.0,74.933,4.375,44.0,-1.225,360.0,17657.5,16762.9,5129,16.44,199.0,16,29.5,2,0.091,False,,Suspected (1 metode),Unclassified / Manual Review
35879,125000,105.0,79.499,3.5,39.0,-2.31,,,,6318,10.45,204.0,19,29.5,2,0.0911,False,,Suspected (1 metode),Unclassified / Manual Review
52079,495000,93.0,77.937,2.99,43.0,-0.363,360.0,27003.08,23685.84,5932,81.3,80.0,32,59.5,2,0.0912,False,,Suspected (1 metode),Unclassified / Manual Review
30406,735000,175.0,96.5,4.375,49.0,0.578,360.0,26345.37,10356.86,5201,34.67,84.0,44,39.5,2,0.0913,False,,Suspected (1 metode),Unclassified / Manual Review
50740,515000,217.0,90.0,6.25,49.0,-0.221,360.0,27327.37,24767.42,3605,30.24,121.0,28,59.5,2,0.0913,False,,Suspected (1 metode),Unclassified / Manual Review
65143,495000,90.0,76.47,4.49,55.0,0.389,360.0,29196.26,18364.68,6640,38.4,106.0,41,59.5,2,0.0913,False,,Suspected (1 metode),Unclassified / Manual Review
67387,1005000,298.0,,,,,360.0,,,4514,19.1,131.0,28,49.5,2,0.0913,False,,Suspected (1 metode),Unclassified / Manual Review
26812,805000,316.0,,,,,,,,4247,31.08,149.0,18,39.5,2,0.0914,False,,Suspected (1 metode),Unclassified / Manual Review
57462,505000,138.0,83.393,6.0,45.0,1.024,360.0,20866.16,14728.18,2810,51.39,155.0,14,39.5,2,0.0914,False,,Suspected (1 metode),Unclassified / Manual Review
59034,725000,175.0,80.0,5.375,42.0,-0.134,360.0,18514.95,15725.0,3261,40.14,164.0,16,39.5,2,0.0914,False,,Suspected (1 metode),Unclassified / Manual Review
16745,375000,107.0,93.671,5.5,55.0,1.606,360.0,19855.67,11608.77,2074,16.49,122.0,28,39.5,2,0.0915,False,,Suspected (1 metode),Unclassified / Manual Review
32835,375000,80.0,99.87,3.49,46.0,-1.123,360.0,26568.52,12041.57,5482,26.98,69.0,63,59.5,2,0.0915,False,,Suspected (1 metode),Unclassified / Manual Review
35950,985000,295.0,,,,,360.0,,,5660,21.94,142.0,52,49.5,2,0.0915,False,,Suspected (1 metode),Unclassified / Manual Review
38318,355000,300.0,65.403,2.99,37.0,-1.67,360.0,,,3020,34.3,153.0,40,39.5,2,0.0915,False,,Suspected (1 metode),Unclassified / Manual Review
63238,1085000,239.0,70.0,3.865,38.0,0.83,360.0,,13562.5,5314,42.62,104.0,47,49.5,2,0.0915,False,,Suspected (1 metode),Unclassified / Manual Review
63820,415000,231.0,80.0,6.125,48.0,1.276,360.0,19274.3,15860.32,2382,11.96,134.0,40,49.5,2,0.0915,False,,Suspected (1 metode),Unclassified / Manual Review
15332,405000,165.0,98.26,4.25,33.0,2.399,360.0,19515.75,9040.13,5153,74.27,83.0,45,49.5,2,0.0916,False,,Suspected (1 metode),Unclassified / Manual Review
99525,695000,147.0,80.0,4.25,55.0,0.523,360.0,48933.5,34145.99,3112,15.81,87.0,40,49.5,2,0.0916,False,,Suspected (1 metode),Unclassified / Manual Review
17452,1025000,,,4.375,,,360.0,15892.0,11399.0,4210,63.75,159.0,23,,2,0.0917,False,,Suspected (1 metode),Unclassified / Manual Review
51344,705000,160.0,74.0,4.25,39.0,-0.913,360.0,18065.65,13281.15,7375,48.05,134.0,39,39.5,2,0.0917,False,,Suspected (1 metode),Unclassified / Manual Review
57060,775000,,,5.25,,,360.0,40864.95,18111.45,6533,30.84,164.0,11,,3,0.0917,False,,Suspected (1 metode),Unclassified / Manual Review
27243,335000,92.0,80.0,6.625,39.0,,360.0,18582.36,15349.0,7143,45.33,66.0,27,59.5,2,0.0918,False,,Suspected (1 metode),Unclassified / Manual Review
30307,805000,291.0,,,,,360.0,,,5155,6.23,142.0,30,39.5,2,0.0918,False,,Suspected (1 metode),Unclassified / Manual Review
62373,795000,131.0,90.86,5.375,49.0,0.467,360.0,24951.66,13156.57,3785,46.53,128.0,35,49.5,3,0.0918,False,,Suspected (1 metode),Unclassified / Manual Review
10419,585000,101.0,75.0,4.625,48.0,-0.475,360.0,19532.5,14852.5,5704,77.14,103.0,62,39.5,2,0.0919,False,,Suspected (1 metode),Unclassified / Manual Review
19571,515000,119.0,100.0,6.25,43.0,1.705,360.0,23127.85,9945.22,5922,45.24,95.0,32,49.5,2,0.0919,False,,Suspected (1 metode),Unclassified / Manual Review
77736,645000,181.0,89.0,4.125,33.0,-2.551,360.0,18568.61,16330.7,2684,41.92,130.0,19,39.5,3,0.0919,False,,Suspected (1 metode),Unclassified / Manual Review
91537,335000,88.0,93.145,4.75,55.0,1.038,372.0,24230.1,14939.81,3916,63.33,96.0,41,29.5,2,0.0919,False,,Suspected (1 metode),Unclassified / Manual Review
98622,505000,122.0,69.517,4.375,33.0,-0.683,360.0,18165.06,15120.0,7217,49.06,121.0,55,39.5,2,0.0919,False,,Suspected (1 metode),Unclassified / Manual Review
18231,345000,117.0,74.0,4.125,37.0,-0.078,360.0,20584.83,12781.89,7259,56.39,172.0,10,39.5,2,0.092,False,,Suspected (1 metode),Unclassified / Manual Review
56151,365000,,,5.0,,,360.0,24110.08,8695.88,3294,53.76,210.0,19,,2,0.092,False,,Suspected (1 metode),Unclassified / Manual Review
68515,525000,99.0,73.401,4.625,40.0,-0.202,360.0,33167.24,12452.29,4054,42.4,40.0,52,69.5,2,0.092,False,,Suspected (1 metode),Unclassified / Manual Review
92935,305000,106.0,80.0,6.375,25.0,1.687,360.0,19856.48,9955.0,3286,14.76,137.0,53,59.5,2,0.092,False,,Suspected (1 metode),Unclassified / Manual Review
12361,365000,,,4.24,,,360.0,23747.42,13070.78,10252,50.13,139.0,15,,3,0.0921,False,,Suspected (1 metode),Unclassified / Manual Review
42165,685000,285.0,80.0,5.625,33.0,-0.184,360.0,12451.5,9948.0,6432,17.97,132.0,23,39.5,2,0.0921,False,,Suspected (1 metode),Unclassified / Manual Review
99027,455000,99.0,90.0,4.375,40.0,-0.513,360.0,19189.5,15332.5,4276,32.06,85.0,40,20.0,2,0.0921,False,,Suspected (1 metode),Unclassified / Manual Review
75733,375000,92.0,100.0,4.75,44.0,2.882,360.0,19176.23,7580.16,4917,82.47,69.0,33,39.5,2,0.0922,False,,Suspected (1 metode),Unclassified / Manual Review
73240,1125000,,,3.25,,,360.0,14667.97,11533.75,4277,45.97,149.0,45,,2,0.0923,False,,Suspected (1 metode),Unclassified / Manual Review
81524,795000,144.0,79.252,4.0,43.0,-1.063,378.0,28173.9,20834.99,2627,22.42,120.0,32,39.5,3,0.0923,False,,Suspected (1 metode),Unclassified / Manual Review
12512,835000,198.0,,,,,360.0,,,5401,35.62,209.0,17,39.5,2,0.0924,False,,Suspected (1 metode),Unclassified / Manual Review
78235,645000,308.0,66.41,5.25,38.0,0.122,360.0,12748.96,10491.5,3909,46.53,97.0,30,39.5,2,0.0924,False,,Suspected (1 metode),Unclassified / Manual Review
81091,405000,75.0,95.0,5.25,55.0,1.248,360.0,23055.04,13242.66,5557,27.48,82.0,40,59.5,2,0.0924,False,,Suspected (1 metode),Unclassified / Manual Review
70222,745000,160.0,100.0,3.25,44.0,0.283,360.0,47503.48,17263.4,5379,29.6,121.0,31,49.5,3,0.0925,False,,Suspected (1 metode),Unclassified / Manual Review
63674,475000,165.0,95.0,6.875,48.0,0.692,360.0,19225.98,12182.5,4590,16.84,82.0,29,49.5,2,0.0926,False,,Suspected (1 metode),Unclassified / Manual Review
59721,785000,,,2.75,,,360.0,17213.75,16314.63,4637,36.86,62.0,57,,2,0.0927,False,,Suspected (1 metode),Unclassified / Manual Review
51805,645000,305.0,,2.75,,,360.0,20281.21,14533.36,4409,12.63,144.0,30,,3,0.0928,False,,Suspected (1 metode),Unclassified / Manual Review
72025,575000,,,5.75,,,360.0,18514.18,4586.01,3287,41.13,205.0,33,,2,0.0928,False,,Suspected (1 metode),Unclassified / Manual Review
90833,355000,88.0,66.415,3.75,43.0,0.234,360.0,18005.13,10050.13,7934,40.89,103.0,13,39.5,2,0.0928,False,,Suspected (1 metode),Unclassified / Manual Review
14418,465000,,,5.625,,,360.0,23744.1,13074.3,4835,80.64,111.0,62,,2,0.093,False,,Suspected (1 metode),Unclassified / Manual Review
26705,625000,115.0,77.85,3.999,45.0,0.303,348.0,18882.09,16869.39,6072,7.89,139.0,31,39.5,2,0.0931,False,,Suspected (1 metode),Unclassified / Manual Review
57960,815000,167.0,,3.5,,,360.0,13572.66,11059.66,6469,73.4,106.0,22,49.5,2,0.0932,False,,Suspected (1 metode),Unclassified / Manual Review
99472,395000,,,5.75,,,360.0,21644.13,4090.13,9648,55.3,101.0,16,,2,0.0932,False,,Suspected (1 metode),Unclassified / Manual Review
11683,925000,180.0,80.0,4.0,39.0,0.602,360.0,25021.62,19356.92,5875,43.91,107.0,22,49.5,3,0.0934,False,,Suspected (1 metode),Unclassified / Manual Review
82522,805000,314.0,81.37,3.875,38.0,0.845,360.0,15814.17,10811.88,3682,22.84,121.0,31,39.5,3,0.0934,False,,Suspected (1 metode),Unclassified / Manual Review
7346,785000,,,3.0,,,360.0,27587.96,6868.46,5931,52.27,167.0,30,,2,0.0935,False,,Suspected (1 metode),Unclassified / Manual Review
23259,625000,199.0,80.0,3.25,44.0,0.324,360.0,18368.5,14679.0,5267,56.73,128.0,27,29.5,2,0.0935,False,,Suspected (1 metode),Unclassified / Manual Review
47778,885000,,,4.625,,,360.0,41740.99,22144.35,5725,88.47,120.0,31,,3,0.0935,False,1.0,Suspected (1 metode),Unclassified / Manual Review
71337,785000,146.0,90.0,3.99,42.0,-0.576,360.0,22463.04,18698.04,4622,47.56,107.0,25,59.5,3,0.0935,False,,Suspected (1 metode),Unclassified / Manual Review
35385,525000,90.0,81.89,4.375,45.0,-0.3342,360.0,20999.69,17603.4,4952,44.26,96.0,33,20.0,2,0.0938,False,,Suspected (1 metode),Unclassified / Manual Review
60123,585000,150.0,95.0,4.99,38.0,0.656,360.0,19500.46,14097.88,4429,86.52,108.0,36,39.5,2,0.0938,False,,Suspected (1 metode),Unclassified / Manual Review
83357,905000,,54.152,4.25,,0.376,360.0,15582.58,10000.0,4459,48.53,108.0,63,49.5,2,0.0938,False,,Suspected (1 metode),Unclassified / Manual Review
89418,555000,181.0,80.0,3.875,43.0,0.448,360.0,24152.17,19949.4,5313,80.82,77.0,37,39.5,2,0.0938,False,,Suspected (1 metode),Unclassified / Manual Review
79860,425000,133.0,,6.499,,,360.0,21334.26,9903.95,6084,21.43,83.0,61,29.5,2,0.0939,False,,Suspected (1 metode),Unclassified / Manual Review
36827,675000,,,5.25,,,360.0,28951.57,11737.5,5557,85.78,109.0,56,,2,0.094,False,,Suspected (1 metode),Unclassified / Manual Review
56554,625000,125.0,90.0,3.875,33.0,0.638,360.0,27758.99,16226.49,4645,12.14,124.0,18,69.5,2,0.094,False,,Suspected (1 metode),Unclassified / Manual Review
96062,335000,100.0,70.0,5.625,39.0,-0.285,360.0,17996.31,14830.0,3581,12.04,95.0,18,69.5,2,0.094,False,,Suspected (1 metode),Unclassified / Manual Review
5343,975000,264.0,,3.99,,,360.0,26161.98,20692.0,5566,43.66,133.0,51,39.5,3,0.0941,False,0.0,Suspected (1 metode),Unclassified / Manual Review
95032,665000,,,3.5,,,360.0,41644.09,13723.84,6432,35.74,185.0,29,,2,0.0941,False,,Suspected (1 metode),Unclassified / Manual Review
236,865000,,,4.75,,,360.0,21385.5,1440.0,7190,33.48,107.0,47,,2,0.0942,False,,Suspected (1 metode),Unclassified / Manual Review
69317,775000,294.0,70.0,4.5,38.0,-0.176,360.0,6933.3,2303.8,3406,22.4,136.0,50,39.5,2,0.0942,False,,Suspected (1 metode),Unclassified / Manual Review
78591,785000,,,6.25,,,360.0,36039.59,17205.2,4241,48.27,144.0,51,,3,0.0942,False,,Suspected (1 metode),Unclassified / Manual Review
19247,855000,309.0,,,,,360.0,,,5010,16.43,124.0,46,39.5,2,0.0943,False,,Suspected (1 metode),Unclassified / Manual Review
32608,575000,205.0,85.042,4.625,33.0,-0.991,360.0,17630.7,13299.0,6028,77.67,86.0,35,39.5,2,0.0943,False,,Suspected (1 metode),Unclassified / Manual Review
65220,535000,118.0,80.0,4.975,55.0,0.681,360.0,27390.01,14704.46,5000,16.82,105.0,35,29.5,2,0.0943,False,,Suspected (1 metode),Unclassified / Manual Review
71384,645000,211.0,80.0,3.75,33.0,0.083,360.0,24570.13,21398.75,7118,32.76,125.0,31,39.5,2,0.0944,False,,Suspected (1 metode),Unclassified / Manual Review
52545,715000,184.0,,5.875,,,360.0,19760.79,16082.5,2518,22.2,98.0,53,39.5,2,0.0945,False,,Suspected (1 metode),Unclassified / Manual Review
85442,885000,162.0,,,,,360.0,,,4176,16.64,206.0,33,39.5,2,0.0946,False,,Suspected (1 metode),Unclassified / Manual Review
29277,275000,104.0,78.96,5.499,25.0,0.086,360.0,18948.33,12519.08,6935,34.23,113.0,16,49.5,2,0.0947,False,,Suspected (1 metode),Unclassified / Manual Review
20699,795000,148.0,72.603,4.74,45.0,-0.084,360.0,22788.91,19083.75,5017,66.99,69.0,45,59.5,3,0.095,False,,Suspected (1 metode),Unclassified / Manual Review
70481,385000,111.0,80.0,6.875,40.0,0.361,360.0,21116.36,16997.36,5195,86.87,122.0,28,49.5,2,0.0951,False,,Suspected (1 metode),Unclassified / Manual Review
58126,445000,74.0,101.964,3.25,44.0,1.296,360.0,20869.54,9935.0,4294,68.3,92.0,44,49.5,2,0.0952,False,,Suspected (1 metode),Unclassified / Manual Review
27175,405000,126.0,80.0,2.75,42.0,-0.056,360.0,17608.43,14007.38,3517,15.87,133.0,17,69.5,2,0.0953,False,,Suspected (1 metode),Unclassified / Manual Review
60410,245000,,80.0,5.125,,,360.0,22127.16,18933.16,2833,85.88,51.0,63,39.5,2,0.0953,False,,Suspected (1 metode),Unclassified / Manual Review
27896,745000,158.0,70.0,5.25,43.0,-0.11,360.0,20151.91,15153.13,3650,66.55,63.0,40,39.5,3,0.0954,False,,Suspected (1 metode),Unclassified / Manual Review
67646,425000,84.0,,3.25,41.0,-0.344,360.0,21819.75,19968.75,7110,77.89,98.0,38,39.5,2,0.0954,False,,Suspected (1 metode),Unclassified / Manual Review
31291,775000,223.0,,4.375,,,360.0,20662.82,14789.5,6155,48.72,185.0,30,,3,0.0956,False,,Suspected (1 metode),Unclassified / Manual Review
38526,425000,,,5.75,,,360.0,18505.03,10392.08,7058,85.86,127.0,22,,2,0.0956,False,,Suspected (1 metode),Unclassified / Manual Review
50059,545000,99.0,99.99,5.99,47.0,0.667,360.0,31545.39,10749.06,5525,27.08,138.0,31,39.5,2,0.0956,False,,Suspected (1 metode),Unclassified / Manual Review
78753,925000,319.0,,,,,360.0,,,3381,14.23,123.0,26,49.5,2,0.0956,False,0.0,Suspected (1 metode),Unclassified / Manual Review
92079,285000,72.0,96.5,4.5,37.0,0.834,360.0,17709.96,10393.34,8700,57.99,115.0,19,49.5,2,0.0956,False,,Suspected (1 metode),Unclassified / Manual Review
24490,815000,205.0,75.0,5.75,37.0,-0.734,360.0,27934.92,24412.5,4959,34.52,125.0,50,59.5,3,0.0957,False,,Suspected (1 metode),Unclassified / Manual Review
93273,315000,268.0,100.0,4.99,25.0,-0.79,360.0,25986.64,11729.68,4965,49.18,121.0,35,49.5,2,0.0957,False,,Suspected (1 metode),Unclassified / Manual Review
95504,325000,113.0,80.0,6.25,42.0,0.787,360.0,22868.7,15370.2,5432,43.98,90.0,0,39.5,2,0.0957,False,,Suspected (1 metode),Unclassified / Manual Review
45581,645000,143.0,71.92,3.5,39.0,-0.286,360.0,32715.09,27599.54,4691,62.82,74.0,27,59.5,2,0.0959,False,,Suspected (1 metode),Unclassified / Manual Review
81307,575000,85.0,88.462,4.75,49.0,-0.252,360.0,26597.23,22912.5,2488,16.68,77.0,32,29.5,2,0.0961,False,,Suspected (1 metode),Unclassified / Manual Review
74041,425000,163.0,96.5,5.625,37.0,1.35,360.0,20944.51,10032.0,6402,43.81,123.0,28,29.5,2,0.0963,False,,Suspected (1 metode),Unclassified / Manual Review
80877,905000,298.0,,4.75,,,360.0,7378.25,1690.0,4175,27.09,172.0,45,,2,0.0963,False,,Suspected (1 metode),Unclassified / Manual Review
8463,805000,308.0,,,,,360.0,,,5494,19.33,133.0,26,39.5,2,0.0964,False,,Suspected (1 metode),Unclassified / Manual Review
33267,875000,,,6.125,,,360.0,26407.6,20250.65,3685,28.55,155.0,34,,3,0.0964,False,,Suspected (1 metode),Unclassified / Manual Review
51336,645000,160.0,78.927,5.25,41.0,0.25,360.0,25420.01,23291.67,2857,53.1,117.0,26,49.5,2,0.0964,False,,Suspected (1 metode),Unclassified / Manual Review
98758,335000,64.0,96.5,5.125,55.0,0.497,360.0,17972.47,10015.23,4252,22.98,130.0,34,29.5,2,0.0964,False,,Suspected (1 metode),Unclassified / Manual Review
36671,315000,113.0,80.0,7.375,38.0,0.924,360.0,18090.68,11767.28,5670,50.41,142.0,34,49.5,2,0.0965,False,,Suspected (1 metode),Unclassified / Manual Review
50430,895000,,,4.875,,,360.0,23387.67,20476.67,7033,29.72,108.0,14,,3,0.0965,False,,Suspected (1 metode),Unclassified / Manual Review
33477,595000,,,6.75,,,360.0,43751.1,28420.23,4731,39.84,124.0,68,,2,0.0966,False,,Suspected (1 metode),Unclassified / Manual Review
40102,415000,121.0,93.182,2.75,25.0,-0.519,360.0,18103.4,16908.4,4768,38.53,105.0,37,39.5,2,0.0966,False,,Suspected (1 metode),Unclassified / Manual Review
15577,425000,76.0,68.0,4.99,45.0,-0.068,360.0,12197.63,10919.44,6321,25.68,114.0,29,39.5,2,0.0967,False,,Suspected (1 metode),Unclassified / Manual Review
71009,85000,295.0,79.993,3.74,36.0,-1.99,360.0,,,2639,6.67,134.0,44,39.5,2,0.0968,False,,Suspected (1 metode),Unclassified / Manual Review
86874,465000,,,4.25,,,360.0,17929.65,4504.65,9811,42.15,97.0,19,,2,0.0968,False,,Suspected (1 metode),Unclassified / Manual Review
33232,745000,340.0,,,,,360.0,,,5385,31.09,85.0,39,39.5,2,0.0969,False,0.0,Suspected (1 metode),Unclassified / Manual Review
55838,625000,151.0,95.0,5.75,42.0,1.166,360.0,21156.25,18040.17,3173,36.65,99.0,18,39.5,2,0.0969,False,,Suspected (1 metode),Unclassified / Manual Review
59004,475000,116.0,80.0,5.25,36.0,-0.226,360.0,26160.55,21688.36,5779,60.11,186.0,23,29.5,2,0.0969,False,,Suspected (1 metode),Unclassified / Manual Review
10780,565000,131.0,90.0,5.375,45.0,0.506,360.0,17581.38,13228.75,5304,23.98,160.0,58,39.5,2,0.0972,False,,Suspected (1 metode),Unclassified / Manual Review
8988,395000,,,6.75,,,360.0,19780.09,10759.44,6245,83.33,69.0,25,,2,0.0976,False,,Suspected (1 metode),Unclassified / Manual Review
9743,435000,130.0,95.0,4.99,33.0,0.335,360.0,19288.48,14355.3,5470,58.23,69.0,14,29.5,2,0.0976,False,,Suspected (1 metode),Unclassified / Manual Review
12123,475000,124.0,90.0,4.25,44.0,-0.378,360.0,20585.73,16699.23,4768,56.77,157.0,16,29.5,2,0.0976,False,,Suspected (1 metode),Unclassified / Manual Review
43100,805000,176.0,70.0,5.625,43.0,-0.081,360.0,16973.74,14556.25,4742,44.58,98.0,50,39.5,2,0.0977,False,,Suspected (1 metode),Unclassified / Manual Review
44870,345000,,,4.0,,,360.0,20359.85,11552.45,3815,55.54,63.0,0,,2,0.0977,False,,Suspected (1 metode),Unclassified / Manual Review
96931,335000,112.0,70.0,4.875,47.0,-0.506,360.0,19765.61,15302.71,4184,84.92,74.0,62,39.5,2,0.0977,False,0.0,Suspected (1 metode),Unclassified / Manual Review
12499,625000,163.0,75.0,3.5,38.0,0.56,360.0,18740.8,14226.1,4725,24.17,195.0,52,39.5,2,0.0978,False,,Suspected (1 metode),Unclassified / Manual Review
34766,585000,159.0,90.0,3.25,45.0,-0.157,360.0,18171.35,13019.52,4409,12.63,144.0,30,29.5,2,0.0978,False,,Suspected (1 metode),Unclassified / Manual Review
79692,425000,,,6.75,,,360.0,21796.98,10533.94,3093,72.23,92.0,30,,2,0.0978,False,,Suspected (1 metode),Unclassified / Manual Review
96955,465000,,,3.125,,,360.0,22777.0,11954.88,6977,17.27,138.0,36,,2,0.0978,False,0.0,Suspected (1 metode),Unclassified / Manual Review
13233,405000,,,5.999,,,360.0,20385.85,16999.0,4257,65.37,115.0,0,,2,0.0979,False,,Suspected (1 metode),Unclassified / Manual Review
49936,315000,215.0,80.0,6.75,44.0,0.919,360.0,19262.54,12099.04,2464,25.81,99.0,39,59.5,2,0.0979,False,,Suspected (1 metode),Unclassified / Manual Review
62139,595000,127.0,80.0,3.25,49.0,-0.02795,360.0,26140.05,24502.11,4284,48.32,160.0,23,49.5,2,0.0979,False,,Suspected (1 metode),Unclassified / Manual Review
95179,585000,128.0,70.0,5.125,42.0,0.03,360.0,19604.65,16596.25,7321,53.9,128.0,33,39.5,2,0.0979,False,,Suspected (1 metode),Unclassified / Manual Review
25787,755000,216.0,78.947,,41.0,,360.0,,,4005,27.87,207.0,38,39.5,2,0.098,False,,Suspected (1 metode),Unclassified / Manual Review
39230,645000,163.0,87.0,4.49,43.0,-0.215,360.0,23507.65,19021.21,6711,44.9,127.0,24,49.5,2,0.0981,False,,Suspected (1 metode),Unclassified / Manual Review
1743,315000,132.0,98.189,6.0,33.0,0.648,360.0,20812.77,11711.63,3214,16.68,144.0,61,49.5,2,0.0982,False,,Suspected (1 metode),Unclassified / Manual Review
50776,505000,91.0,80.0,4.625,47.0,-0.138,360.0,19301.63,14607.98,6885,29.62,126.0,6,39.5,2,0.0982,False,,Suspected (1 metode),Unclassified / Manual Review
69370,565000,161.0,79.0,3.99,42.0,0.448,360.0,26101.14,23052.54,5399,59.84,141.0,31,29.5,2,0.0982,False,,Suspected (1 metode),Unclassified / Manual Review
74450,845000,164.0,80.0,5.25,43.0,0.087,360.0,19572.69,13892.24,3946,38.32,137.0,57,49.5,3,0.0982,False,,Suspected (1 metode),Unclassified / Manual Review
55823,785000,154.0,90.0,4.25,42.0,-0.325,360.0,20177.16,5407.29,6027,17.79,123.0,33,39.5,2,0.0985,False,,Suspected (1 metode),Unclassified / Manual Review
93021,355000,57.0,90.0,4.0,49.0,0.491,360.0,18013.68,14107.23,5996,15.16,90.0,18,49.5,2,0.0985,False,,Suspected (1 metode),Unclassified / Manual Review
96662,335000,71.0,96.5,5.625,55.0,1.605,360.0,18494.63,9959.74,3401,14.76,106.0,25,39.5,2,0.0985,False,,Suspected (1 metode),Unclassified / Manual Review
96161,505000,147.0,78.74,3.75,38.0,0.866,360.0,18242.3,13800.0,6500,51.77,97.0,67,49.5,2,0.0986,False,,Suspected (1 metode),Unclassified / Manual Review
