pca_x,pca_y,cluster,cluster_name,loan_amount,income,interest_rate,ltv
0.006200608956546792,1.1994430238646567,0,Kelas Menengah (Grup 1),15000,141.0,0.0,100.0
-1.5013651194583257,0.32140466587121547,0,Kelas Menengah (Grup 1),85000,72.0,3.89,45.714
-1.9635389593518782,0.6024333387276438,0,Kelas Menengah (Grup 1),85000,111.0,,101.75
-0.4365952169352556,0.5078790112545204,0,Kelas Menengah (Grup 1),555000,97.0,,
-1.7664133963522703,1.3575012286728347,0,Kelas Menengah (Grup 1),605000,129.0,,96.5
-1.033425332929955,0.35678460741545226,0,Kelas Menengah (Grup 1),405000,96.0,,79.9
-1.7772890318651968,-0.1575750993992098,0,Kelas Menengah (Grup 1),95000,45.0,6.875,101.75
-2.2310652093364456,0.38479102513427493,0,Kelas Menengah (Grup 1),105000,19.0,4.125,42.735
-0.15559149757105498,0.9079781464374941,0,Kelas Menengah (Grup 1),785000,,4.25,60.0
-1.3655459594257908,0.6190409156773438,0,Kelas Menengah (Grup 1),145000,,6.25,
-1.6035792183809214,-0.154277633032393,0,Kelas Menengah (Grup 1),205000,124.0,3.75,80.0
-0.4836833148907407,0.9418153728341391,0,Kelas Menengah (Grup 1),175000,78.0,2.49,52.639
-0.3598871294279425,0.049060802907056764,0,Kelas Menengah (Grup 1),145000,85.0,3.125,46.926
0.5160735754215658,1.4438562658719647,0,Kelas Menengah (Grup 1),35000,117.0,,
-0.6272832098852059,0.15407342721182804,0,Kelas Menengah (Grup 1),235000,80.0,4.375,
-1.4954868438071653,0.2820744847973613,0,Kelas Menengah (Grup 1),15000,21.0,,
-0.6854727003532395,0.7442722024076686,0,Kelas Menengah (Grup 1),115000,84.0,,
-1.8013452365920077,-0.05459668090948776,0,Kelas Menengah (Grup 1),155000,44.0,,101.01
-2.2055217210982367,0.3445610631199009,0,Kelas Menengah (Grup 1),115000,48.0,,100.0
-0.4880243807662299,0.7336210628103008,0,Kelas Menengah (Grup 1),295000,105.0,,
-0.04185926410142812,0.5573652239889734,0,Kelas Menengah (Grup 1),45000,29.0,8.25,16.16
-4.1756981680544705,-0.7678339442178048,0,Kelas Menengah (Grup 1),135000,44.0,,94.997
-0.042149147676241526,0.6018340413770326,0,Kelas Menengah (Grup 1),25000,48.0,5.79,53.96
-0.9355967171897301,-0.0008682601413059682,0,Kelas Menengah (Grup 1),115000,125.0,6.25,89.867
-1.9012629634888603,0.2795374791032703,0,Kelas Menengah (Grup 1),375000,60.0,5.125,91.81
-1.1313713923279296,0.7634157762863057,0,Kelas Menengah (Grup 1),225000,85.0,5.625,
-1.8701014881163232,-0.3622287605753738,0,Kelas Menengah (Grup 1),1195000,,3.0,
